date,station_id,time,precipitation
20211029,488250,07:00am,7.0mm
20211029,488250,07:00pm,11.0mm
20211030,488250,07:00am,25.0mm
20211030,488250,07:00pm,10.0mm
20211031,488250,07:00am,0.9mm
20211031,488250,07:00pm,0.6mm
20211101,488250,07:00am,4.0mm
20211101,488250,07:00pm,1.0mm
20211102,488250,07:00am,2.0mm
20211102,488250,07:00pm,4.0mm
20211103,488250,07:00am,~0.0mm
20211108,488250,07:00pm,0.4mm
20211116,488250,07:00pm,~0.0mm
20211117,488250,07:00pm,0.4mm
20211120,488250,07:00am,1.0mm
20211120,488250,07:00pm,0.2mm
20211121,488250,07:00am,~0.0mm
20211122,488250,07:00am,1.0mm
20211225,488250,07:00pm,~0.0mm
20211226,488250,07:00am,~0.0mm
20211226,488250,07:00pm,~0.0mm
20211227,488250,07:00am,~0.0mm
20211230,488250,07:00am,~0.0mm
20211231,488250,07:00am,~0.0mm
20211231,488250,07:00pm,0.4mm
